GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
6035,2008,Lassen County,California,34428,8.47,3384,32.12,855,48653,225200,31.3,68.32,9.94,15.36,2.68,1.05,0.4,1.95,0.3,106,58,1.71,3.13,0,0,0
6035,2009,Lassen County,California,34428,8.47,3426,32.12,855,48653,225200,31.3,68.32,9.94,15.36,2.68,1.05,0.4,1.95,0.3,82,54,1.58,2.39,0,0,0
6035,2010,Lassen County,California,34895,9.55,3468,34.48,873,51921,189400,33.7,66.69,8,17.53,2.86,0.97,0.47,2.45,1.04,101,63,1.82,2.91,0,0,0
6035,2011,Lassen County,California,32645,10.71,3491,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,99,55,1.58,2.84,0,0,0
6035,2012,Lassen County,California,32645,10.71,3514,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,113,70,1.99,3.22,0,0,0
6035,2013,Lassen County,California,32645,10.71,3538,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,142,77,2.18,4.01,0,0,0
6035,2014,Lassen County,California,32645,10.71,3561,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,99,62,1.74,2.78,0,0,0
6035,2015,Lassen County,California,32645,10.71,3584,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,101,84,2.34,2.82,0,0,0
6035,2016,Lassen County,California,32645,10.71,3607,34.94,882,51555,172900,30.7,65.94,8.45,18.34,2.84,1.43,0.71,2.24,0.05,78,69,1.91,2.16,0,0,0
6037,2000,Los Angeles County,California,9519338,17.91,1634023,52.14,704,42189,209300,28.3,31.09,9.47,44.56,0.27,11.81,0.24,2.34,0.21,49696,47716,2.92,3.04,0,0,0
6037,2001,Los Angeles County,California,9519338,17.91,1640266,52.14,704,42189,209300,28.3,31.09,9.47,44.56,0.27,11.81,0.24,2.34,0.21,50051,45438,2.77,3.05,0,0,0
6037,2002,Los Angeles County,California,9519338,17.91,1646510,52.14,704,42189,209300,28.3,31.09,9.47,44.56,0.27,11.81,0.24,2.34,0.21,50360,40812,2.48,3.06,1,0,0
6037,2003,Los Angeles County,California,9519338,17.91,1652753,52.14,704,42189,209300,28.3,31.09,9.47,44.56,0.27,11.81,0.24,2.34,0.21,47691,35202,2.13,2.89,1,0,0
6037,2004,Los Angeles County,California,9519338,17.91,1658996,52.14,704,42189,209300,28.3,31.09,9.47,44.56,0.27,11.81,0.24,2.34,0.21,34438,30887,1.86,2.08,1,0,0
6037,2005,Los Angeles County,California,9785295,12.51,1665239,51.41,1076,54828,521900,33.2,28.9,8.55,47.29,0.22,12.88,0.24,1.57,0.34,27884,26336,1.58,1.67,1,0,0
6037,2006,Los Angeles County,California,9785295,12.51,1671482,51.41,1076,54828,521900,33.2,28.9,8.55,47.29,0.22,12.88,0.24,1.57,0.34,25141,23575,1.41,1.5,1,0,0
6037,2007,Los Angeles County,California,9785295,12.51,1677727,51.41,1076,54828,521900,33.2,28.9,8.55,47.29,0.22,12.88,0.24,1.57,0.34,26571,24305,1.45,1.58,1,0,0
6037,2008,Los Angeles County,California,9785295,12.51,1683969,51.41,1076,54828,521900,33.2,28.9,8.55,47.29,0.22,12.88,0.24,1.57,0.34,31193,26907,1.6,1.85,1,0,0
6037,2009,Los Angeles County,California,9785295,12.51,1690213,51.41,1076,54828,521900,33.2,28.9,8.55,47.29,0.22,12.88,0.24,1.57,0.34,32671,28348,1.68,1.93,1,0,0
6037,2010,Los Angeles County,California,9818605,13.67,1696457,52.34,1187,56241,443300,34.7,27.79,8.3,47.74,0.19,13.5,0.23,1.99,0.26,31403,27002,1.59,1.85,1,0,0
6037,2011,Los Angeles County,California,10038388,14.33,1712414,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,27730,24500,1.43,1.62,1,0,0
6037,2012,Los Angeles County,California,10038388,14.33,1728366,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,25456,22869,1.32,1.47,1,0,0
6037,2013,Los Angeles County,California,10038388,14.33,1744324,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,24054,22337,1.28,1.38,1,0,0
6037,2014,Los Angeles County,California,10038388,14.33,1760277,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,23302,21784,1.24,1.32,1,0,0
6037,2015,Los Angeles County,California,10038388,14.33,1776232,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,15366,14050,0.79,0.87,1,0,0
6037,2016,Los Angeles County,California,10038388,14.33,1792186,54.03,1231,56196,441900,35.2,26.93,7.99,48.24,0.19,13.96,0.25,2.18,0.27,10755,10462,0.58,0.6,1,0,0
6039,2000,Madera County,California,123109,21.35,12221,33.8,562,36286,118800,27.7,46.62,3.83,44.28,1.38,1.2,0.13,2.33,0.23,249,243,1.99,2.04,1,0,0
6039,2001,Madera County,California,123109,21.35,12558,33.8,562,36286,118800,27.7,46.62,3.83,44.28,1.38,1.2,0.13,2.33,0.23,,,,,0,0,0
6039,2002,Madera County,California,123109,21.35,12895,33.8,562,36286,118800,27.7,46.62,3.83,44.28,1.38,1.2,0.13,2.33,0.23,,,,,0,0,0
6039,2003,Madera County,California,123109,21.35,13232,33.8,562,36286,118800,27.7,46.62,3.83,44.28,1.38,1.2,0.13,2.33,0.23,,,,,0,0,0
6039,2004,Madera County,California,123109,21.35,13569,33.8,562,36286,118800,27.7,46.62,3.83,44.28,1.38,1.2,0.13,2.33,0.23,,,,,0,0,0
6039,2005,Madera County,California,144794,13.19,13906,35.95,814,46083,297000,31.8,41.04,3.9,50.03,0.98,1.84,0.12,1.94,0.15,,,,,0,0,0
6039,2006,Madera County,California,144794,13.19,14243,35.95,814,46083,297000,31.8,41.04,3.9,50.03,0.98,1.84,0.12,1.94,0.15,,,,,0,0,0
6039,2007,Madera County,California,144794,13.19,14580,35.95,814,46083,297000,31.8,41.04,3.9,50.03,0.98,1.84,0.12,1.94,0.15,196,174,1.19,1.34,1,0,0
6039,2008,Madera County,California,144794,13.19,14917,35.95,814,46083,297000,31.8,41.04,3.9,50.03,0.98,1.84,0.12,1.94,0.15,301,250,1.68,2.02,1,0,0
6039,2009,Madera County,California,144794,13.19,15254,35.95,814,46083,297000,31.8,41.04,3.9,50.03,0.98,1.84,0.12,1.94,0.15,374,329,2.16,2.45,1,0,0
6039,2010,Madera County,California,150865,15.76,15591,35.99,888,47937,210300,32.3,38.03,3.32,53.69,1.19,1.68,0.07,1.59,0.43,341,285,1.83,2.19,1,0,0
6039,2011,Madera County,California,153187,19.26,15796,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,290,246,1.56,1.84,1,0,0
6039,2012,Madera County,California,153187,19.26,16001,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,,,,,0,0,0
6039,2013,Madera County,California,153187,19.26,16207,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,,,,,0,0,0
6039,2014,Madera County,California,153187,19.26,16412,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,,,,,0,0,0
6039,2015,Madera County,California,153187,19.26,16617,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,,,,,0,0,0
6039,2016,Madera County,California,153187,19.26,16822,39.12,926,45073,189700,33.1,36.29,3.23,55.65,1.05,1.98,0.14,1.47,0.2,235,197,1.17,1.4,1,0,0
6041,2000,Marin County,California,247289,6.57,36626,36.39,1162,71306,514600,28.3,78.55,2.81,11.06,0.25,4.48,0.13,2.42,0.29,,,,,0,0,0
6041,2001,Marin County,California,247289,6.57,36821,36.39,1162,71306,514600,28.3,78.55,2.81,11.06,0.25,4.48,0.13,2.42,0.29,,,,,0,0,0
6041,2002,Marin County,California,247289,6.57,37015,36.39,1162,71306,514600,28.3,78.55,2.81,11.06,0.25,4.48,0.13,2.42,0.29,,,,,0,0,0
6041,2003,Marin County,California,247289,6.57,37210,36.39,1162,71306,514600,28.3,78.55,2.81,11.06,0.25,4.48,0.13,2.42,0.29,,,,,0,0,0
6041,2004,Marin County,California,247289,6.57,37405,36.39,1162,71306,514600,28.3,78.55,2.81,11.06,0.25,4.48,0.13,2.42,0.29,,,,,0,0,0
6041,2005,Marin County,California,246711,3.61,37600,35.62,1487,87728,880000,31.7,75.01,3.05,13.63,0.18,5.62,0.22,2.04,0.26,,,,,0,0,0
6041,2006,Marin County,California,246711,3.61,37794,35.62,1487,87728,880000,31.7,75.01,3.05,13.63,0.18,5.62,0.22,2.04,0.26,,,,,0,0,0
6041,2007,Marin County,California,246711,3.61,37989,35.62,1487,87728,880000,31.7,75.01,3.05,13.63,0.18,5.62,0.22,2.04,0.26,,,,,0,0,0
6041,2008,Marin County,California,246711,3.61,38184,35.62,1487,87728,880000,31.7,75.01,3.05,13.63,0.18,5.62,0.22,2.04,0.26,,,,,0,0,0
6041,2009,Marin County,California,246711,3.61,38378,35.62,1487,87728,880000,31.7,75.01,3.05,13.63,0.18,5.62,0.22,2.04,0.26,,,,,0,0,0
6041,2010,Marin County,California,252409,4.39,38573,37.37,1598,90962,810700,32.8,72.83,2.62,15.48,0.21,5.38,0.17,2.9,0.41,,,,,0,0,0
6041,2011,Marin County,California,258349,4.95,38924,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6041,2012,Marin County,California,258349,4.95,39274,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6041,2013,Marin County,California,258349,4.95,39625,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6041,2014,Marin County,California,258349,4.95,39975,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6041,2015,Marin County,California,258349,4.95,40326,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6041,2016,Marin County,California,258349,4.95,40676,37.56,1678,93257,815100,32.2,71.99,2.39,15.82,0.18,5.62,0.17,3.21,0.62,,,,,0,0,0
6043,2000,Mariposa County,California,17130,14.79,1998,30.21,502,34626,141900,24.4,84.87,0.65,7.76,3.09,0.7,0.1,2.7,0.12,24,24,1.2,1.2,0,0,0
6043,2001,Mariposa County,California,17130,14.79,2045,30.21,502,34626,141900,24.4,84.87,0.65,7.76,3.09,0.7,0.1,2.7,0.12,28,21,1.03,1.37,0,0,0
6043,2002,Mariposa County,California,17130,14.79,2092,30.21,502,34626,141900,24.4,84.87,0.65,7.76,3.09,0.7,0.1,2.7,0.12,14,12,0.57,0.67,0,0,0
6043,2003,Mariposa County,California,17130,14.79,2138,30.21,502,34626,141900,24.4,84.87,0.65,7.76,3.09,0.7,0.1,2.7,0.12,16,9,0.42,0.75,0,0,0
6043,2004,Mariposa County,California,17130,14.79,2185,30.21,502,34626,141900,24.4,84.87,0.65,7.76,3.09,0.7,0.1,2.7,0.12,1,1,0.05,0.05,1,0,0
6043,2005,Mariposa County,California,17865,7.27,2232,32.84,693,47808,287000,26,81.95,0.56,10.13,1.86,1.16,0.2,4.14,0,2,2,0.09,0.09,1,0,0
6043,2006,Mariposa County,California,17865,7.27,2279,32.84,693,47808,287000,26,81.95,0.56,10.13,1.86,1.16,0.2,4.14,0,1,0,0,0.04,1,0,0
6043,2007,Mariposa County,California,17865,7.27,2326,32.84,693,47808,287000,26,81.95,0.56,10.13,1.86,1.16,0.2,4.14,0,0,0,0,0,1,0,0
6043,2008,Mariposa County,California,17865,7.27,2372,32.84,693,47808,287000,26,81.95,0.56,10.13,1.86,1.16,0.2,4.14,0,0,0,0,0,1,0,0
6043,2009,Mariposa County,California,17865,7.27,2419,32.84,693,47808,287000,26,81.95,0.56,10.13,1.86,1.16,0.2,4.14,0,0,0,0,0,1,0,0
6043,2010,Mariposa County,California,18251,9.8,2466,32.06,797,52584,242900,27.4,83.24,0.71,9.18,2.51,1.1,0.14,2.99,0.12,2,2,0.08,0.08,1,0,0
6043,2011,Mariposa County,California,17789,10.14,2482,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,5,5,0.2,0.2,1,0,0
6043,2012,Mariposa County,California,17789,10.14,2497,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,6,6,0.24,0.24,1,0,0
6043,2013,Mariposa County,California,17789,10.14,2513,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,0,0,0,0,1,0,0
6043,2014,Mariposa County,California,17789,10.14,2528,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,0,0,0,0,1,0,0
6043,2015,Mariposa County,California,17789,10.14,2544,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,7,7,0.28,0.28,0,0,0
6043,2016,Mariposa County,California,17789,10.14,2559,28.88,812,47681,235900,28,81.73,1.08,10.14,2.34,1.3,0.14,3.27,0,0,0,0,0,1,0,0
6045,2000,Mendocino County,California,86265,15.94,12883,38.73,600,35996,170200,27.1,74.86,0.55,16.48,3.99,1.17,0.12,2.66,0.18,207,203,1.58,1.61,1,0,0
6045,2001,Mendocino County,California,86265,15.94,13029,38.73,600,35996,170200,27.1,74.86,0.55,16.48,3.99,1.17,0.12,2.66,0.18,297,235,1.8,2.28,1,0,0
6045,2002,Mendocino County,California,86265,15.94,13175,38.73,600,35996,170200,27.1,74.86,0.55,16.48,3.99,1.17,0.12,2.66,0.18,241,180,1.37,1.83,1,0,0
6045,2003,Mendocino County,California,86265,15.94,13321,38.73,600,35996,170200,27.1,74.86,0.55,16.48,3.99,1.17,0.12,2.66,0.18,261,203,1.52,1.96,1,0,0
6045,2004,Mendocino County,California,86265,15.94,13467,38.73,600,35996,170200,27.1,74.86,0.55,16.48,3.99,1.17,0.12,2.66,0.18,294,218,1.62,2.18,1,0,0
6045,2005,Mendocino County,California,86030,11.36,13614,35.39,862,43404,421500,34.2,70.97,0.59,20.08,4.51,1.53,0.23,2,0.1,299,215,1.58,2.2,1,0,0
6045,2006,Mendocino County,California,86030,11.36,13760,35.39,862,43404,421500,34.2,70.97,0.59,20.08,4.51,1.53,0.23,2,0.1,256,194,1.41,1.86,1,0,0
6045,2007,Mendocino County,California,86030,11.36,13906,35.39,862,43404,421500,34.2,70.97,0.59,20.08,4.51,1.53,0.23,2,0.1,238,174,1.25,1.71,1,0,0
6045,2008,Mendocino County,California,86030,11.36,14052,35.39,862,43404,421500,34.2,70.97,0.59,20.08,4.51,1.53,0.23,2,0.1,240,165,1.17,1.71,1,0,0
6045,2009,Mendocino County,California,86030,11.36,14198,35.39,862,43404,421500,34.2,70.97,0.59,20.08,4.51,1.53,0.23,2,0.1,193,146,1.03,1.36,1,0,0
6045,2010,Mendocino County,California,87841,13.7,14344,41.05,954,43721,353400,36.6,68.59,0.62,22.2,3.97,1.6,0.1,2.77,0.15,217,155,1.08,1.51,1,0,0
6045,2011,Mendocino County,California,87544,14.01,14463,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,221,152,1.05,1.53,1,0,0
6045,2012,Mendocino County,California,87544,14.01,14582,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,237,177,1.21,1.63,1,0,0
6045,2013,Mendocino County,California,87544,14.01,14701,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,244,205,1.39,1.66,1,0,0
6045,2014,Mendocino County,California,87544,14.01,14819,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,253,194,1.31,1.71,1,0,0
6045,2015,Mendocino County,California,87544,14.01,14938,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,160,138,0.92,1.07,1,0,0
6045,2016,Mendocino County,California,87544,14.01,15057,42.15,960,42980,308400,36.6,66.68,0.61,23.64,3.4,1.91,0.22,3.18,0.35,90,81,0.54,0.6,1,0,0
6047,2000,Merced County,California,210554,21.66,26427,41.26,518,35532,111100,26.8,40.65,3.61,45.34,0.53,6.67,0.13,2.88,0.19,528,519,1.96,2,1,0,0
6047,2001,Merced County,California,210554,21.66,27229,41.26,518,35532,111100,26.8,40.65,3.61,45.34,0.53,6.67,0.13,2.88,0.19,644,521,1.91,2.37,1,0,0
6047,2002,Merced County,California,210554,21.66,28031,41.26,518,35532,111100,26.8,40.65,3.61,45.34,0.53,6.67,0.13,2.88,0.19,630,500,1.78,2.25,1,1,0
6047,2003,Merced County,California,210554,21.66,28833,41.26,518,35532,111100,26.8,40.65,3.61,45.34,0.53,6.67,0.13,2.88,0.19,623,527,1.83,2.16,1,0,0
6047,2004,Merced County,California,210554,21.66,29635,41.26,518,35532,111100,26.8,40.65,3.61,45.34,0.53,6.67,0.13,2.88,0.19,692,610,2.06,2.34,1,1,0
6047,2005,Merced County,California,242235,17.29,30437,43.65,783,43848,282900,33.7,34.97,3.48,52.13,0.53,6.79,0.2,1.53,0.38,765,726,2.39,2.51,1,1,0
6047,2006,Merced County,California,242235,17.29,31239,43.65,783,43848,282900,33.7,34.97,3.48,52.13,0.53,6.79,0.2,1.53,0.38,843,789,2.53,2.7,1,0,0
6047,2007,Merced County,California,242235,17.29,32040,43.65,783,43848,282900,33.7,34.97,3.48,52.13,0.53,6.79,0.2,1.53,0.38,928,824,2.57,2.9,1,0,0
6047,2008,Merced County,California,242235,17.29,32842,43.65,783,43848,282900,33.7,34.97,3.48,52.13,0.53,6.79,0.2,1.53,0.38,932,766,2.33,2.84,1,0,0
6047,2009,Merced County,California,242235,17.29,33644,43.65,783,43848,282900,33.7,34.97,3.48,52.13,0.53,6.79,0.2,1.53,0.38,975,860,2.56,2.9,1,0,0
6047,2010,Merced County,California,255793,20.35,34446,45.54,832,43565,161600,34.2,31.9,3.43,54.92,0.44,7.11,0.19,1.84,0.17,689,685,1.99,2,1,0,0
6047,2011,Merced County,California,263885,22.09,34829,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,,,,,0,0,0
6047,2012,Merced County,California,263885,22.09,35213,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,,,,,0,0,0
6047,2013,Merced County,California,263885,22.09,35596,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,,,,,0,0,0
6047,2014,Merced County,California,263885,22.09,35979,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,,,,,0,0,0
6047,2015,Merced County,California,263885,22.09,36363,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,618,615,1.69,1.7,1,0,0
6047,2016,Merced County,California,263885,22.09,36746,48.36,873,42462,161200,33.6,29.93,3.17,56.93,0.24,7.37,0.19,1.94,0.23,663,657,1.79,1.8,1,0,0
6049,2000,Modoc County,California,9449,21.46,1109,29.31,429,27522,69100,26.5,81.1,0.62,11.51,3.6,0.61,0.07,2.2,0.28,,,,,0,0,0
6049,2001,Modoc County,California,9449,21.46,1126,29.31,429,27522,69100,26.5,81.1,0.62,11.51,3.6,0.61,0.07,2.2,0.28,,,,,0,0,0
6049,2002,Modoc County,California,9449,21.46,1143,29.31,429,27522,69100,26.5,81.1,0.62,11.51,3.6,0.61,0.07,2.2,0.28,,,,,0,0,0
6049,2003,Modoc County,California,9449,21.46,1160,29.31,429,27522,69100,26.5,81.1,0.62,11.51,3.6,0.61,0.07,2.2,0.28,,,,,0,0,0
6049,2004,Modoc County,California,9449,21.46,1177,29.31,429,27522,69100,26.5,81.1,0.62,11.51,3.6,0.61,0.07,2.2,0.28,,,,,0,0,0
6049,2005,Modoc County,California,9162,13.66,1194,29.63,554,34007,160100,28.8,79.67,1.92,12.67,3.49,0.85,0.19,1,0.21,,,,,0,0,0
6049,2006,Modoc County,California,9162,13.66,1210,29.63,554,34007,160100,28.8,79.67,1.92,12.67,3.49,0.85,0.19,1,0.21,,,,,0,0,0
6049,2007,Modoc County,California,9162,13.66,1227,29.63,554,34007,160100,28.8,79.67,1.92,12.67,3.49,0.85,0.19,1,0.21,,,,,0,0,0
6049,2008,Modoc County,California,9162,13.66,1244,29.63,554,34007,160100,28.8,79.67,1.92,12.67,3.49,0.85,0.19,1,0.21,,,,,0,0,0
6049,2009,Modoc County,California,9162,13.66,1261,29.63,554,34007,160100,28.8,79.67,1.92,12.67,3.49,0.85,0.19,1,0.21,,,,,0,0,0
6049,2010,Modoc County,California,9686,12.85,1278,31.45,614,37482,158200,32.7,78.97,0.79,13.86,3.02,0.72,0.22,2.27,0.14,,,,,0,0,0
6049,2011,Modoc County,California,9184,8.66,1289,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6049,2012,Modoc County,California,9184,8.66,1300,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6049,2013,Modoc County,California,9184,8.66,1312,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6049,2014,Modoc County,California,9184,8.66,1323,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6049,2015,Modoc County,California,9184,8.66,1334,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6049,2016,Modoc County,California,9184,8.66,1345,26.11,653,37860,153100,39.3,77.84,0.51,14.65,3.48,0.94,0.03,2.55,0,,,,,0,0,0
6051,2000,Mono County,California,12853,11.48,2053,39.96,682,44992,236300,25.7,76.53,0.41,17.69,2.08,1.09,0.08,1.48,0.64,12,12,0.58,0.58,0,0,0
6051,2001,Mono County,California,12853,11.48,2102,39.96,682,44992,236300,25.7,76.53,0.41,17.69,2.08,1.09,0.08,1.48,0.64,9,9,0.43,0.43,1,0,0
6051,2002,Mono County,California,12853,11.48,2150,39.96,682,44992,236300,25.7,76.53,0.41,17.69,2.08,1.09,0.08,1.48,0.64,7,7,0.33,0.33,1,0,0
6051,2003,Mono County,California,12853,11.48,2199,39.96,682,44992,236300,25.7,76.53,0.41,17.69,2.08,1.09,0.08,1.48,0.64,10,10,0.45,0.45,1,0,0
6051,2004,Mono County,California,12853,11.48,2248,39.96,682,44992,236300,25.7,76.53,0.41,17.69,2.08,1.09,0.08,1.48,0.64,9,8,0.36,0.4,1,0,0
6051,2005,Mono County,California,12925,9.72,2297,39.83,1050,51970,464400,30.1,70.41,0.94,22.94,2.46,0.8,0.29,2.16,0,14,12,0.52,0.61,1,0,0
6051,2006,Mono County,California,12925,9.72,2345,39.83,1050,51970,464400,30.1,70.41,0.94,22.94,2.46,0.8,0.29,2.16,0,2,2,0.09,0.09,1,0,0
6051,2007,Mono County,California,12925,9.72,2394,39.83,1050,51970,464400,30.1,70.41,0.94,22.94,2.46,0.8,0.29,2.16,0,1,1,0.04,0.04,1,0,0
6051,2008,Mono County,California,12925,9.72,2443,39.83,1050,51970,464400,30.1,70.41,0.94,22.94,2.46,0.8,0.29,2.16,0,8,8,0.33,0.33,1,0,0
6051,2009,Mono County,California,12925,9.72,2491,39.83,1050,51970,464400,30.1,70.41,0.94,22.94,2.46,0.8,0.29,2.16,0,9,9,0.36,0.36,1,0,0
6051,2010,Mono County,California,14202,4.57,2540,44.04,1146,61868,355600,35.4,68.21,0.3,26.49,1.68,1.34,0.08,1.67,0.23,4,4,0.16,0.16,0,0,0
6051,2011,Mono County,California,14146,2.08,2551,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,0,0,0
6051,2012,Mono County,California,14146,2.08,2562,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,0,0,0
6051,2013,Mono County,California,14146,2.08,2573,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,0,0,0
6051,2014,Mono County,California,14146,2.08,2583,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,0,0,0
6051,2015,Mono County,California,14146,2.08,2594,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,0,0,0
6051,2016,Mono County,California,14146,2.08,2605,40.5,1068,56944,313000,23.6,66.49,0.42,27.3,1.65,1.1,0.01,3.04,0,0,0,0,0,1,0,0
6053,2000,Monterey County,California,401762,13.51,55023,45.39,776,48305,265800,26.7,40.33,3.51,46.79,0.44,5.78,0.38,2.48,0.3,546,492,0.89,0.99,1,0,0
6053,2001,Monterey County,California,401762,13.51,55708,45.39,776,48305,265800,26.7,40.33,3.51,46.79,0.44,5.78,0.38,2.48,0.3,477,454,0.81,0.86,1,0,0
6053,2002,Monterey County,California,401762,13.51,56392,45.39,776,48305,265800,26.7,40.33,3.51,46.79,0.44,5.78,0.38,2.48,0.3,526,457,0.81,0.93,1,0,0
6053,2003,Monterey County,California,401762,13.51,57077,45.39,776,48305,265800,26.7,40.33,3.51,46.79,0.44,5.78,0.38,2.48,0.3,773,500,0.88,1.35,1,0,0
6053,2004,Monterey County,California,401762,13.51,57761,45.39,776,48305,265800,26.7,40.33,3.51,46.79,0.44,5.78,0.38,2.48,0.3,459,362,0.63,0.79,1,0,0
6053,2005,Monterey County,California,404922,10.04,58446,46.19,1102,59693,608800,30.5,35.73,3.11,52.06,0.3,6.07,0.4,1.96,0.37,234,214,0.37,0.4,1,0,0
6053,2006,Monterey County,California,404922,10.04,59131,46.19,1102,59693,608800,30.5,35.73,3.11,52.06,0.3,6.07,0.4,1.96,0.37,675,560,0.95,1.14,1,0,0
6053,2007,Monterey County,California,404922,10.04,59815,46.19,1102,59693,608800,30.5,35.73,3.11,52.06,0.3,6.07,0.4,1.96,0.37,868,710,1.19,1.45,1,0,0
6053,2008,Monterey County,California,404922,10.04,60500,46.19,1102,59693,608800,30.5,35.73,3.11,52.06,0.3,6.07,0.4,1.96,0.37,1092,838,1.39,1.8,1,0,0
6053,2009,Monterey County,California,404922,10.04,61184,46.19,1102,59693,608800,30.5,35.73,3.11,52.06,0.3,6.07,0.4,1.96,0.37,976,810,1.32,1.6,1,0,0
6053,2010,Monterey County,California,415057,12.24,61869,49.12,1183,60143,390400,32.1,32.87,2.72,55.41,0.33,5.73,0.45,2.31,0.18,944,778,1.26,1.53,1,0,0
6053,2011,Monterey County,California,428441,13.03,62351,50.76,1236,58783,369100,33.3,31.51,2.56,56.93,0.29,5.89,0.46,2.25,0.11,833,737,1.18,1.34,1,0,0
6053,2012,Monterey County,California,428441,13.03,62832,50.76,1236,58783,369100,33.3,31.51,2.56,56.93,0.29,5.89,0.46,2.25,0.11,787,682,1.09,1.25,1,0,0
